               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.023647,             0.02825,          0.00035594,             0.93234,             0.83953,             0.87733,             0.63441,            0.027189,            0.033085,           0.0004274,           0.0051234,           0.0051234,           0.0051234
                 160,            0.024355,            0.030178,          0.00035618,             0.96688,             0.91857,             0.95006,             0.67223,            0.025474,            0.031856,          0.00040292,           0.0050765,           0.0050765,           0.0050765
                 161,            0.024077,            0.028194,          0.00038244,             0.93557,             0.96224,             0.97494,             0.67567,            0.026644,            0.031095,          0.00037257,           0.0050296,           0.0050296,           0.0050296
                 162,            0.023568,            0.028434,           0.0003617,             0.90387,             0.93824,             0.94186,             0.63929,            0.025739,            0.031722,          0.00034649,           0.0049828,           0.0049828,           0.0049828
                 163,            0.025134,            0.029899,          0.00033533,             0.97617,             0.94812,             0.97539,             0.68339,            0.026134,            0.030833,          0.00039113,            0.004936,            0.004936,            0.004936
                 164,             0.02393,            0.029269,          0.00037592,              0.9669,             0.91858,             0.96882,              0.6655,            0.026203,            0.031946,          0.00045627,           0.0048893,           0.0048893,           0.0048893
                 165,             0.02362,            0.029863,          0.00036512,             0.98606,             0.91743,             0.97675,             0.68394,            0.025572,            0.030745,          0.00034971,           0.0048426,           0.0048426,           0.0048426
                 166,            0.024915,             0.03007,          0.00034731,             0.95752,             0.92416,             0.95398,             0.66597,            0.025653,            0.030722,          0.00036117,            0.004796,            0.004796,            0.004796
                 167,            0.024097,            0.030554,          0.00035785,             0.96515,             0.90736,             0.92912,             0.65694,            0.025948,            0.030988,          0.00037126,           0.0047495,           0.0047495,           0.0047495
                 168,            0.023206,            0.027294,          0.00037443,             0.90425,             0.91231,             0.90763,             0.65084,            0.026018,            0.031293,           0.0003653,           0.0047031,           0.0047031,           0.0047031
                 169,            0.023897,            0.029521,          0.00032279,             0.96056,              0.8826,             0.90951,             0.65792,             0.02662,            0.032382,          0.00037449,           0.0046568,           0.0046568,           0.0046568
                 170,            0.023456,            0.027801,           0.0003366,             0.94067,             0.85331,             0.89105,             0.64223,            0.026086,             0.03148,          0.00035417,           0.0046105,           0.0046105,           0.0046105
                 171,            0.023689,            0.028852,          0.00030695,             0.96554,             0.93323,             0.95642,             0.65653,            0.025697,            0.031957,          0.00033245,           0.0045644,           0.0045644,           0.0045644
                 172,            0.023546,            0.029534,          0.00032576,             0.94973,             0.96546,             0.97335,             0.68548,            0.025852,            0.032023,          0.00031709,           0.0045184,           0.0045184,           0.0045184
                 173,            0.023248,            0.027845,          0.00027738,             0.98152,              0.9492,             0.97718,             0.67159,            0.026829,            0.032224,          0.00030302,           0.0044724,           0.0044724,           0.0044724
                 174,            0.023114,            0.028319,          0.00030472,              0.9572,             0.93609,             0.95818,             0.68255,             0.02603,            0.031831,          0.00030683,           0.0044266,           0.0044266,           0.0044266
                 175,            0.023946,            0.028119,          0.00031155,             0.94077,             0.95864,             0.97375,             0.68092,            0.026005,            0.032664,          0.00031459,           0.0043809,           0.0043809,           0.0043809
                 176,            0.023686,            0.029407,          0.00030376,             0.95849,             0.91953,             0.97124,             0.67665,            0.026585,            0.033445,          0.00032173,           0.0043353,           0.0043353,           0.0043353
                 177,            0.024337,            0.030667,          0.00026767,             0.96788,             0.92875,             0.97131,              0.6807,            0.026719,            0.033935,          0.00034307,           0.0042899,           0.0042899,           0.0042899
                 178,            0.023143,            0.028332,          0.00028087,             0.96708,             0.93526,              0.9632,              0.6846,            0.025712,             0.03164,           0.0003087,           0.0042445,           0.0042445,           0.0042445
                 179,            0.023581,            0.029653,          0.00027077,             0.96669,             0.92005,             0.96394,             0.67394,            0.025897,             0.03173,          0.00029079,           0.0041994,           0.0041994,           0.0041994
                 180,            0.023385,            0.028606,          0.00029158,             0.97427,             0.94527,             0.97308,             0.67758,            0.025823,            0.031951,          0.00031607,           0.0041543,           0.0041543,           0.0041543
                 181,            0.022783,             0.02864,          0.00028062,             0.95487,             0.94374,             0.96722,              0.6733,            0.025853,            0.032792,          0.00039519,           0.0041094,           0.0041094,           0.0041094
                 182,            0.023149,            0.028006,          0.00029046,             0.95223,             0.91954,             0.94486,             0.67105,            0.025783,            0.032628,           0.0003707,           0.0040647,           0.0040647,           0.0040647
                 183,            0.022425,            0.028189,          0.00029426,             0.94365,             0.92047,              0.9479,             0.67344,            0.025848,            0.033089,          0.00030933,           0.0040201,           0.0040201,           0.0040201
                 184,            0.023221,            0.028361,          0.00026574,             0.96782,              0.9368,             0.95428,             0.66602,            0.025905,            0.032638,           0.0002938,           0.0039757,           0.0039757,           0.0039757
                 185,            0.023247,            0.029079,           0.0002721,             0.97861,             0.92179,             0.95697,             0.66398,            0.026022,            0.032719,          0.00031044,           0.0039314,           0.0039314,           0.0039314
                 186,            0.022206,            0.028718,          0.00026544,             0.92677,             0.89455,             0.93537,             0.66007,            0.026194,            0.032942,          0.00030409,           0.0038873,           0.0038873,           0.0038873
                 187,            0.023027,            0.029219,          0.00026725,             0.96117,             0.96737,             0.97262,             0.68084,            0.025634,             0.03233,          0.00028581,           0.0038434,           0.0038434,           0.0038434
                 188,            0.022782,            0.030174,          0.00026734,             0.97151,             0.94222,             0.97723,             0.69433,             0.02545,            0.031042,          0.00028455,           0.0037997,           0.0037997,           0.0037997
                 189,            0.022369,            0.028201,          0.00026802,               0.976,             0.92383,             0.95271,             0.66721,            0.025744,             0.03149,          0.00028193,           0.0037562,           0.0037562,           0.0037562
                 190,            0.022499,            0.029378,          0.00028391,             0.97329,             0.93752,             0.96143,             0.67325,            0.025549,             0.03157,          0.00028796,           0.0037128,           0.0037128,           0.0037128
                 191,             0.02367,             0.02925,           0.0002374,             0.98074,              0.9168,             0.97632,             0.65143,            0.026967,             0.03253,          0.00027756,           0.0036697,           0.0036697,           0.0036697
                 192,            0.022849,            0.028704,          0.00028254,             0.96159,             0.90886,             0.95771,             0.66357,            0.026358,            0.032499,          0.00029695,           0.0036267,           0.0036267,           0.0036267
                 193,            0.022035,            0.028893,          0.00027593,             0.99142,             0.91828,             0.97011,             0.67591,            0.025926,            0.032725,          0.00032704,            0.003584,            0.003584,            0.003584
                 194,            0.022456,            0.027008,          0.00025611,             0.97261,             0.93384,             0.95814,             0.67793,             0.02577,            0.033244,          0.00028848,           0.0035415,           0.0035415,           0.0035415
                 195,            0.021912,            0.027302,          0.00023751,             0.96079,              0.9049,             0.92466,             0.65259,            0.027011,            0.033165,          0.00029198,           0.0034991,           0.0034991,           0.0034991
                 196,            0.022483,            0.028099,          0.00023286,             0.95947,             0.90752,             0.94154,             0.67327,            0.026257,             0.03171,          0.00027831,            0.003457,            0.003457,            0.003457
                 197,            0.022659,            0.027518,          0.00024402,             0.98545,             0.92229,             0.96127,              0.6875,            0.025488,            0.031014,          0.00024767,           0.0034152,           0.0034152,           0.0034152
                 198,            0.022672,            0.026809,          0.00024923,             0.97471,             0.93039,             0.96349,             0.67493,            0.025897,            0.032011,          0.00025655,           0.0033735,           0.0033735,           0.0033735
                 199,            0.022274,            0.027572,          0.00023626,             0.98195,             0.94338,             0.98576,              0.6795,            0.025582,            0.031696,          0.00026929,           0.0033321,           0.0033321,           0.0033321
                 200,            0.021797,            0.027846,           0.0002207,              0.9846,             0.91624,             0.98415,             0.69003,            0.025547,            0.032433,          0.00025684,           0.0032909,           0.0032909,           0.0032909
                 201,            0.022061,            0.028052,          0.00024456,             0.95847,             0.93133,             0.96477,             0.66923,             0.02571,            0.032579,          0.00025824,             0.00325,             0.00325,             0.00325
                 202,            0.021841,            0.026833,          0.00025672,             0.95066,             0.90347,             0.92506,             0.66103,            0.026052,            0.032898,          0.00024395,           0.0032093,           0.0032093,           0.0032093
                 203,            0.022377,             0.02729,          0.00020638,             0.96738,             0.92103,             0.94987,             0.67663,            0.025416,            0.032286,          0.00023895,           0.0031689,           0.0031689,           0.0031689
                 204,            0.021613,            0.027434,          0.00022693,             0.98604,             0.91434,             0.96112,             0.67489,            0.025974,            0.032938,          0.00024981,           0.0031287,           0.0031287,           0.0031287
                 205,            0.021286,            0.027332,          0.00021023,             0.98255,             0.91557,             0.95167,             0.66983,            0.026325,            0.033623,           0.0002553,           0.0030888,           0.0030888,           0.0030888
                 206,            0.022007,            0.028389,           0.0002233,             0.97625,             0.92839,             0.97603,             0.69327,            0.024974,            0.031444,          0.00020599,           0.0030491,           0.0030491,           0.0030491
                 207,            0.021289,            0.025652,          0.00022506,             0.96491,              0.9302,             0.96703,              0.6838,            0.025217,            0.031578,          0.00020072,           0.0030097,           0.0030097,           0.0030097
                 208,            0.021598,            0.026616,          0.00019813,             0.96902,             0.92641,             0.97024,             0.67537,            0.025659,            0.032422,          0.00020685,           0.0029706,           0.0029706,           0.0029706
                 209,            0.021628,            0.026608,          0.00022781,             0.98971,             0.90821,             0.96988,             0.68243,            0.025464,            0.032073,           0.0002039,           0.0029318,           0.0029318,           0.0029318
                 210,            0.021023,            0.026313,          0.00020989,             0.99261,             0.90071,             0.96737,             0.67938,            0.025427,            0.031437,          0.00021283,           0.0028932,           0.0028932,           0.0028932
                 211,              0.0211,             0.02525,          0.00020435,             0.96944,              0.9223,              0.9703,             0.67135,            0.025583,             0.03202,          0.00022059,            0.002855,            0.002855,            0.002855
                 212,            0.022394,            0.028003,          0.00020626,             0.98012,             0.87558,             0.92016,             0.66472,            0.025631,            0.032646,          0.00024733,            0.002817,            0.002817,            0.002817
                 213,            0.021878,              0.0267,          0.00019701,             0.97289,             0.88869,             0.94828,              0.6697,            0.025536,            0.032046,          0.00022043,           0.0027793,           0.0027793,           0.0027793
                 214,            0.021275,            0.027341,           0.0001888,             0.96739,             0.90621,             0.95705,             0.66672,            0.025861,            0.032105,          0.00021763,           0.0027419,           0.0027419,           0.0027419
                 215,            0.021143,            0.024872,            0.000199,             0.97451,             0.90444,             0.96077,             0.66145,            0.026206,            0.032445,          0.00021746,           0.0027048,           0.0027048,           0.0027048
                 216,            0.021193,            0.025815,          0.00019839,             0.96518,             0.93613,             0.95858,             0.67688,            0.026183,             0.03283,          0.00021465,           0.0026681,           0.0026681,           0.0026681
                 217,            0.020954,              0.0258,          0.00018801,             0.95675,             0.93804,             0.97506,             0.67457,            0.026018,            0.032193,          0.00020261,           0.0026316,           0.0026316,           0.0026316
                 218,            0.021468,            0.027041,          0.00018099,             0.95445,             0.93959,             0.97631,             0.67469,            0.025584,            0.032402,          0.00020739,           0.0025954,           0.0025954,           0.0025954
                 219,            0.020476,            0.026203,          0.00018091,             0.95313,             0.93706,             0.97561,              0.6641,            0.025646,            0.032443,          0.00021117,           0.0025596,           0.0025596,           0.0025596
                 220,            0.021331,            0.026836,          0.00017688,             0.95612,             0.94075,             0.97615,             0.66351,            0.025809,            0.032361,          0.00021055,           0.0025241,           0.0025241,           0.0025241
                 221,            0.021429,            0.027204,          0.00017015,              0.9462,             0.95235,             0.96996,              0.6683,            0.025577,            0.031961,          0.00020121,           0.0024889,           0.0024889,           0.0024889
                 222,            0.021092,            0.027439,          0.00017194,             0.94213,             0.92521,             0.95113,             0.66847,            0.025788,            0.032105,          0.00018656,           0.0024541,           0.0024541,           0.0024541
                 223,            0.020793,            0.025321,          0.00016895,             0.96824,             0.93213,             0.96211,             0.66905,            0.026139,            0.032447,          0.00019953,           0.0024195,           0.0024195,           0.0024195
                 224,            0.020985,            0.026808,          0.00016311,             0.98859,              0.9192,             0.96268,             0.67932,            0.025754,            0.031924,          0.00019259,           0.0023854,           0.0023854,           0.0023854
                 225,            0.021066,            0.025804,          0.00017105,             0.96815,             0.92784,             0.96179,             0.67299,            0.025761,            0.031947,          0.00021068,           0.0023515,           0.0023515,           0.0023515
                 226,            0.020527,             0.02607,          0.00016877,             0.96083,             0.93269,              0.9527,             0.68076,            0.025519,            0.031841,          0.00018513,            0.002318,            0.002318,            0.002318
                 227,            0.019947,            0.024708,          0.00015988,             0.96179,             0.93588,             0.97314,             0.69321,            0.025402,            0.032377,          0.00017376,           0.0022849,           0.0022849,           0.0022849
                 228,            0.020667,            0.026342,          0.00017276,             0.93091,             0.95381,             0.97475,             0.68385,            0.025541,             0.03257,          0.00017596,           0.0022521,           0.0022521,           0.0022521
                 229,            0.021724,            0.026729,          0.00015577,             0.97193,             0.93186,             0.97056,             0.68394,              0.0253,            0.032306,          0.00018441,           0.0022196,           0.0022196,           0.0022196
                 230,            0.020487,            0.025207,          0.00015434,             0.95822,             0.93764,             0.96818,             0.69111,            0.025076,            0.032035,           0.0001716,           0.0021876,           0.0021876,           0.0021876
                 231,            0.021073,             0.02713,          0.00015088,             0.94775,             0.93941,             0.96726,             0.67834,            0.025235,              0.0321,          0.00017293,           0.0021558,           0.0021558,           0.0021558
                 232,            0.020234,            0.025036,          0.00015574,             0.93965,             0.96979,              0.9765,              0.6895,             0.02536,            0.032105,          0.00018388,           0.0021245,           0.0021245,           0.0021245
                 233,            0.021202,            0.026369,          0.00015556,             0.96453,             0.93822,             0.94908,             0.67166,            0.025831,            0.032608,          0.00022657,           0.0020935,           0.0020935,           0.0020935
                 234,            0.020863,            0.026906,          0.00015489,             0.95378,             0.94034,               0.959,             0.66721,            0.026037,            0.032779,          0.00018442,           0.0020629,           0.0020629,           0.0020629
                 235,            0.020409,            0.024877,           0.0001556,             0.94115,             0.93907,             0.95274,             0.66472,            0.025724,            0.032903,           0.0001806,           0.0020327,           0.0020327,           0.0020327
                 236,            0.021491,            0.027005,          0.00015889,             0.94601,             0.93611,             0.95868,             0.67117,            0.025583,            0.032734,          0.00018799,           0.0020028,           0.0020028,           0.0020028
                 237,            0.020976,            0.025689,          0.00015734,             0.94809,             0.94037,             0.94583,             0.67168,            0.025976,            0.033516,          0.00018603,           0.0019734,           0.0019734,           0.0019734
                 238,            0.020315,            0.025852,          0.00014507,             0.96645,             0.93996,             0.96494,             0.67883,             0.02557,            0.033081,          0.00017752,           0.0019443,           0.0019443,           0.0019443
                 239,             0.02133,             0.02616,          0.00015383,             0.96258,             0.94941,             0.98303,             0.69071,            0.025489,            0.032884,          0.00017596,           0.0019156,           0.0019156,           0.0019156
                 240,            0.020584,            0.025805,          0.00015152,              0.9608,             0.94621,             0.98719,             0.68166,            0.025478,            0.033117,          0.00017438,           0.0018873,           0.0018873,           0.0018873
                 241,            0.020223,            0.025244,          0.00015209,             0.96194,             0.93836,             0.97628,              0.6841,            0.025237,            0.032614,          0.00016158,           0.0018594,           0.0018594,           0.0018594
                 242,            0.020591,            0.026601,          0.00014825,             0.95983,             0.95295,             0.97515,              0.6691,            0.025952,              0.0336,          0.00016639,           0.0018319,           0.0018319,           0.0018319
                 243,            0.020466,            0.028129,          0.00014922,             0.96833,             0.95144,             0.96094,             0.67024,            0.025774,            0.033349,          0.00017368,           0.0018048,           0.0018048,           0.0018048
                 244,            0.020256,            0.025446,          0.00015625,              0.9588,             0.93334,             0.97319,             0.67133,            0.025856,            0.033407,           0.0001942,           0.0017781,           0.0017781,           0.0017781
                 245,            0.020598,             0.02615,          0.00014547,             0.96119,             0.92957,             0.98115,             0.68179,            0.025513,            0.032805,          0.00015513,           0.0017519,           0.0017519,           0.0017519
                 246,            0.020335,             0.02568,          0.00014261,             0.93604,             0.93998,             0.96944,             0.68698,            0.025562,            0.032807,          0.00015579,            0.001726,            0.001726,            0.001726
                 247,            0.020723,            0.026751,          0.00013064,             0.96781,             0.92446,             0.97696,             0.68303,             0.02557,            0.032543,          0.00014848,           0.0017005,           0.0017005,           0.0017005
                 248,            0.020324,             0.02694,          0.00013297,             0.97444,             0.93498,             0.98311,             0.68902,            0.025596,            0.032774,          0.00014853,           0.0016755,           0.0016755,           0.0016755
                 249,            0.020258,            0.025307,          0.00012594,              0.9627,             0.93655,               0.975,             0.67886,            0.025785,            0.033188,          0.00015973,           0.0016509,           0.0016509,           0.0016509
                 250,            0.020401,            0.025419,          0.00013247,              0.9606,             0.93784,             0.97234,              0.6907,            0.025924,             0.03337,          0.00016773,           0.0016267,           0.0016267,           0.0016267
                 251,            0.020884,             0.02566,           0.0001342,             0.99119,             0.90816,             0.98293,             0.69018,            0.025776,            0.033291,          0.00016259,           0.0016029,           0.0016029,           0.0016029
                 252,            0.020199,            0.026048,           0.0001313,             0.95473,             0.93774,             0.97453,             0.69137,            0.025488,            0.033039,          0.00014762,           0.0015795,           0.0015795,           0.0015795
                 253,            0.020697,            0.025854,          0.00013131,              0.9436,             0.94107,             0.97649,             0.68937,            0.025741,            0.033074,          0.00014401,           0.0015566,           0.0015566,           0.0015566
                 254,            0.020394,            0.025526,          0.00012715,             0.97799,             0.92194,             0.98134,             0.68851,            0.025606,            0.032731,           0.0001424,           0.0015341,           0.0015341,           0.0015341
                 255,            0.020886,            0.025823,          0.00012339,             0.94325,             0.96338,               0.975,              0.6836,            0.025851,             0.03322,          0.00015654,           0.0015121,           0.0015121,           0.0015121
                 256,            0.020003,            0.025696,          0.00012004,             0.93858,             0.93913,             0.95666,             0.67512,            0.026165,            0.033712,          0.00017651,           0.0014905,           0.0014905,           0.0014905
                 257,            0.020478,            0.025602,          0.00012702,              0.9772,             0.91511,             0.95857,             0.68343,            0.025522,            0.033214,          0.00016293,           0.0014693,           0.0014693,           0.0014693
                 258,            0.019784,            0.024057,          0.00012629,             0.98257,             0.91096,             0.95841,             0.68546,            0.025572,            0.033143,          0.00015285,           0.0014486,           0.0014486,           0.0014486
                 259,            0.019423,            0.025721,          0.00012189,             0.97156,             0.91934,             0.95675,             0.68276,            0.025451,            0.033229,          0.00016112,           0.0014283,           0.0014283,           0.0014283
                 260,            0.019848,            0.025629,          0.00012162,             0.97583,             0.91844,             0.96007,             0.68168,            0.025315,            0.033019,          0.00014729,           0.0014084,           0.0014084,           0.0014084
                 261,            0.020453,            0.026003,          0.00013772,             0.96693,             0.92107,             0.97388,             0.68585,             0.02542,            0.033271,          0.00015391,            0.001389,            0.001389,            0.001389
                 262,            0.020429,            0.026045,          0.00013247,             0.96833,             0.92188,             0.97226,             0.68302,            0.025359,             0.03295,          0.00014853,           0.0013701,           0.0013701,           0.0013701
                 263,            0.019851,              0.0242,          0.00013104,             0.96838,             0.92091,             0.95727,             0.68599,            0.025209,            0.032705,          0.00013953,           0.0013516,           0.0013516,           0.0013516
                 264,            0.019822,            0.024159,          0.00011651,             0.95209,             0.93811,             0.96045,             0.69822,            0.025092,            0.032791,           0.0001389,           0.0013336,           0.0013336,           0.0013336
                 265,            0.019932,            0.025905,          0.00011789,             0.94322,             0.94496,             0.97266,             0.69303,            0.025493,            0.033332,          0.00015002,            0.001316,            0.001316,            0.001316
                 266,            0.019248,            0.023132,          0.00011289,             0.97388,             0.90111,             0.96733,             0.68274,            0.025575,            0.033341,          0.00015461,           0.0012989,           0.0012989,           0.0012989
                 267,            0.019518,            0.025978,          0.00011351,             0.97542,             0.90119,             0.95443,              0.6962,             0.02523,            0.032785,          0.00012999,           0.0012822,           0.0012822,           0.0012822
                 268,            0.019621,            0.025323,          0.00011005,              0.9909,             0.89661,             0.96876,              0.6861,            0.025399,            0.032657,          0.00013327,            0.001266,            0.001266,            0.001266
                 269,            0.020306,            0.025116,          0.00011456,             0.96374,             0.92645,             0.97579,             0.68391,            0.025438,            0.032889,          0.00015285,           0.0012503,           0.0012503,           0.0012503
                 270,            0.020349,            0.025774,            0.000116,             0.96388,             0.92695,             0.97498,             0.67764,            0.025739,            0.033614,          0.00014346,            0.001235,            0.001235,            0.001235
                 271,            0.020052,             0.02621,          0.00011185,              0.9589,             0.94059,             0.97438,             0.67737,            0.025974,            0.034187,           0.0001522,           0.0012202,           0.0012202,           0.0012202
                 272,            0.019898,             0.02442,          0.00011045,             0.95984,             0.93582,             0.97599,              0.6833,            0.025613,            0.033825,          0.00014215,           0.0012059,           0.0012059,           0.0012059
                 273,            0.019553,            0.024845,          0.00010483,             0.96087,             0.92659,             0.97643,             0.68916,            0.025545,            0.033597,          0.00013725,           0.0011921,           0.0011921,           0.0011921
                 274,            0.020166,            0.025095,          0.00010675,             0.99428,             0.89325,             0.97718,             0.67968,            0.025592,            0.033534,          0.00013489,           0.0011787,           0.0011787,           0.0011787
                 275,            0.019798,            0.024931,          0.00012174,             0.90611,             0.96914,             0.97547,             0.68325,             0.02541,            0.033287,          0.00013597,           0.0011658,           0.0011658,           0.0011658
                 276,            0.020035,            0.025871,          0.00011213,             0.94651,             0.93564,             0.97745,             0.69163,            0.025329,            0.033004,          0.00013464,           0.0011533,           0.0011533,           0.0011533
                 277,             0.01988,            0.024233,          0.00010675,             0.95607,             0.93507,             0.97748,             0.68358,            0.025603,            0.033218,          0.00014277,           0.0011414,           0.0011414,           0.0011414
                 278,            0.019811,            0.023696,          0.00010693,             0.96238,             0.92234,             0.97497,             0.68337,            0.025654,            0.033371,          0.00013826,           0.0011299,           0.0011299,           0.0011299
                 279,            0.019777,            0.024385,          0.00010679,             0.95483,             0.93565,             0.97586,             0.67582,            0.025824,             0.03349,          0.00013669,           0.0011189,           0.0011189,           0.0011189
                 280,             0.02038,            0.025298,          0.00010789,             0.95814,             0.94617,             0.97675,             0.67816,            0.025655,            0.033265,          0.00012988,           0.0011084,           0.0011084,           0.0011084
                 281,            0.019908,            0.024776,          0.00010349,             0.95405,             0.93784,             0.97863,             0.67794,            0.025576,            0.033484,          0.00013209,           0.0010983,           0.0010983,           0.0010983
                 282,            0.019612,            0.026485,           9.982e-05,             0.91896,             0.97416,             0.97649,             0.69159,             0.02565,            0.033453,          0.00012502,           0.0010888,           0.0010888,           0.0010888
                 283,            0.019644,             0.02441,          0.00010918,             0.94189,             0.95237,             0.97634,             0.69586,            0.025487,            0.033263,          0.00012154,           0.0010797,           0.0010797,           0.0010797
                 284,             0.01985,            0.024973,          0.00010649,             0.96115,             0.93944,              0.9873,             0.69036,             0.02543,            0.033201,          0.00011873,           0.0010711,           0.0010711,           0.0010711
                 285,            0.019371,            0.024238,          9.8955e-05,             0.95851,             0.94267,             0.98496,             0.69569,            0.025479,            0.033198,          0.00012184,            0.001063,            0.001063,            0.001063
                 286,            0.019754,            0.025597,           0.0001094,             0.95998,             0.94885,             0.98168,             0.69105,            0.025721,            0.033654,          0.00013807,           0.0010554,           0.0010554,           0.0010554
                 287,            0.020068,            0.025612,          9.7418e-05,             0.96258,              0.9572,             0.97574,             0.69191,            0.025663,            0.033534,          0.00015102,           0.0010483,           0.0010483,           0.0010483
                 288,            0.019464,            0.024206,          9.8436e-05,             0.94587,              0.9457,             0.97966,              0.6916,            0.025485,            0.033127,          0.00012865,           0.0010416,           0.0010416,           0.0010416
                 289,            0.019456,            0.024192,          9.6448e-05,             0.95736,             0.93135,             0.97254,             0.68581,            0.025665,            0.033493,          0.00013468,           0.0010355,           0.0010355,           0.0010355
                 290,            0.019903,            0.024559,          9.8783e-05,             0.96115,             0.92919,              0.9761,             0.68258,            0.025708,            0.033507,          0.00013687,           0.0010298,           0.0010298,           0.0010298
                 291,            0.019607,            0.025717,          9.4443e-05,             0.92274,             0.96394,             0.97626,             0.68647,            0.025728,            0.033397,          0.00013997,           0.0010247,           0.0010247,           0.0010247
                 292,             0.01889,            0.024109,          0.00010001,                0.96,             0.92757,             0.97452,             0.68063,            0.025554,            0.033332,          0.00013818,             0.00102,             0.00102,             0.00102
                 293,             0.01911,            0.024195,          9.7248e-05,              0.9713,             0.91827,             0.97159,             0.69123,            0.025438,            0.033105,          0.00014231,           0.0010158,           0.0010158,           0.0010158
                 294,            0.019862,            0.026074,          9.9038e-05,             0.94611,             0.95505,             0.97496,             0.68898,            0.025435,            0.033163,          0.00013012,           0.0010121,           0.0010121,           0.0010121
                 295,            0.019979,            0.024681,          9.4158e-05,             0.95044,             0.95339,             0.97549,             0.67983,            0.025795,            0.033831,          0.00014342,           0.0010089,           0.0010089,           0.0010089
                 296,            0.018942,            0.023444,          9.7907e-05,             0.96439,             0.93128,             0.97498,             0.68291,            0.025749,            0.034106,           0.0001369,           0.0010062,           0.0010062,           0.0010062
                 297,            0.020026,            0.025025,          0.00010275,              0.9538,             0.94058,             0.97267,             0.67733,            0.025715,            0.034371,          0.00013773,           0.0010039,           0.0010039,           0.0010039
                 298,            0.019848,            0.024146,          0.00010363,             0.96093,             0.93998,             0.97165,             0.67622,            0.025536,            0.034038,          0.00013507,           0.0010022,           0.0010022,           0.0010022
                 299,            0.018298,            0.022693,          9.5583e-05,              0.9658,             0.93949,             0.97225,             0.68202,            0.025527,            0.033855,          0.00013905,            0.001001,            0.001001,            0.001001
